"number","org.Ks","org.vwc_s","org.vwc_r","org.VG_alpha","org.VG_n","org.thermcond","org.thermcap","min.Ks","min.vwc_s","min.vwc_r","min.VG_alpha","min.VG_n","min.thermcond","min.thermcap","RMSE","NRMSE","NSE","R2","period","var","fire"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,287.382024761574,0.641322338245685,-2.36408439133494,0.878656198054407,"cal","Thaw Depth","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.9173450880144,0.527714985247396,-5.51047303229481,0.767899745848423,"cal","Tower Soil Temp","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.251042780000591,0.39460592273121,-0.293529718704883,0.618482529696485,"cal","Tower VWC","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,220.908668750025,0.433825809431574,-0.66564921790662,0.949439742050894,"val","Thaw Depth","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.15460537570979,0.289874989495645,-0.0684032480993133,0.724412871777017,"val","Tower Soil Temp","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.138360811819435,0.213646294112346,0.653200203320214,0.894018796166903,"val","Tower VWC","Unburned"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.25954268706944,0.209014548079333,0.415563083316059,0.903651829307043,"cal","Tower Soil Temp","Severe"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.354650681758961,0.758118509650598,-5.95786657622431,0.586959895486984,"cal","Tower VWC","Severe"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,171.553721995608,0.283736181376806,0.249860854596439,0.931054580891639,"val","Thaw Depth","Severe"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.06977641997824,0.153060850953317,0.666053526647971,0.756310805222692,"val","Tower Soil Temp","Severe"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.275698741074032,0.622813421100975,-1.25516260292601,0.403989088740301,"val","Tower VWC","Severe"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,228.032750428474,0.483824797011286,-1.24375476515299,0.95123939890268,"cal","Thaw Depth","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.32214590237917,0.291685212457391,-0.322702217195989,0.70180011156406,"cal","Tower Soil Temp","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.231704294358355,0.300536314245108,0.146058234589956,0.623094392215016,"cal","Tower VWC","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,165.40732805759,0.278056999167813,0.277224931436158,0.956335534599506,"val","Thaw Depth","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.65454085116559,0.171812476046121,0.560269428763057,0.776004126320172,"val","Tower Soil Temp","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.346456163708161,0.435559928706846,-0.0106624452005875,0.33915127966269,"val","Tower VWC","Moderate"
"0001",0.168871840273815,0.84,0.04,0.000791901671466767,4.20023853788101,0.235649827121524,2857849.21008535,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,216.052662759436,0.428736680174643,-0.805818032738806,0.939842854961199,"cal","Thaw Depth","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,157.506275382867,0.260502824422326,0.36767949852635,0.915362780276837,"val","Thaw Depth","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,172.332190989893,0.341977416563926,-0.148914097277034,0.942437896193772,"cal","Thaw Depth","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,2.99037981149184,0.191754778166896,0.508099800044511,0.885096822336365,"cal","Tower Soil Temp","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.292938611327543,0.626199792813851,-3.74709294825544,0.521794585792775,"cal","Tower VWC","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,NA,NA,NA,NA,"fail","fail","Moderate"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,NA,NA,NA,NA,"fail","fail","Unburned"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.48108028515361,0.130920486950307,0.75567728914602,0.80330556781734,"val","Tower Soil Temp","Severe"
"0002",0.919280008652234,0.84,0.04,0.00200394974652352,4.40091043081891,0.26294781526376,2722991.42090883,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.20993654949617,0.474254253379901,-0.307628582312977,0.381458341253735,"val","Tower VWC","Severe"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.2052843431701,0.236488861115731,0.288892781081633,0.853956747479151,"val","Tower Soil Temp","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.04384101301457,0.449814983946854,-3.73022203979135,0.677859021523082,"cal","Tower Soil Temp","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.250401144393054,0.393597356737124,-0.286925951264257,0.591535892496972,"cal","Tower VWC","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,171.27616864796,0.336356300187208,-0.00127162105298195,0.940483397596166,"val","Thaw Depth","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,NA,NA,NA,NA,"fail","fail","Severe"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.110843943857492,0.171156829152283,0.777424903407364,0.870812248035345,"val","Tower VWC","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,188.499782956769,0.420656516930502,-0.447336085887078,0.876889649367474,"cal","Thaw Depth","Unburned"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,177.082819809463,0.375722606456801,-0.353112154011958,0.874333211206406,"cal","Thaw Depth","Moderate"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.81558047778613,0.257499035768017,-0.0308238808802672,0.677264259366426,"cal","Tower Soil Temp","Moderate"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.269184816774375,0.349151114821357,-0.152553805950759,0.571562843917942,"cal","Tower VWC","Moderate"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,152.204649187035,0.255862714846597,0.388002697408079,0.923586893200304,"val","Thaw Depth","Moderate"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.339633867261979,0.426983031353047,0.028748898274898,0.343648980987691,"val","Tower VWC","Moderate"
"0003",1.00441915599343,0.84,0.04,0.00137922496357013,1.81574350066062,0.224599569191341,2578131.76633744,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.50959595642541,0.164998120352816,0.5944585400638,0.866010202274321,"val","Tower Soil Temp","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.133485486134012,0.206118185166003,0.677209513772919,0.887097420133812,"val","Tower VWC","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.30690605052205,0.212051671061903,0.398455156298151,0.701532399380936,"cal","Tower Soil Temp","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.348354961652693,0.74466047280017,-5.71302863343743,0.503686369250153,"cal","Tower VWC","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,185.14824309522,0.306220435635942,0.126262993660811,0.843090221534794,"val","Thaw Depth","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.280348044861235,0.440669908643051,-0.613154646026884,0.583404017876696,"cal","Tower VWC","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,193.859173997431,0.380705354620278,-0.282716685716708,0.894996174445613,"val","Thaw Depth","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.13280573472222,0.232412945632172,0.313193592997435,0.824216228962661,"val","Tower Soil Temp","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.14738222994437,0.459048897290066,-3.92642173570365,0.712234500988572,"cal","Tower Soil Temp","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,181.393090931496,0.359957940898786,-0.272905671845752,0.882094957527727,"cal","Thaw Depth","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.07475838371225,0.115639063703003,0.809384704028334,0.829004345367671,"val","Tower Soil Temp","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.28005895586018,0.632663303901009,-1.32705809567685,0.384384180942595,"val","Tower VWC","Severe"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.351535571065306,0.441945689845201,-0.0405144063386584,0.328726436304319,"val","Tower VWC","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,191.604084277497,0.427584082366372,-0.495399413923072,0.938301358388843,"cal","Thaw Depth","Unburned"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,184.86506114158,0.392234451030572,-0.474655634892388,0.918499438907434,"cal","Thaw Depth","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.86138267985556,0.260590052439686,-0.0557204240175289,0.689123081587277,"cal","Tower Soil Temp","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.245886029122646,0.318930994013408,0.038326174023079,0.646701285708152,"cal","Tower VWC","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,174.185542806257,0.292813564549338,0.198473503601071,0.899912701825244,"val","Thaw Depth","Moderate"
"0004",1.02193585563774,0.84,0.04,0.000377967674156418,3.0634899167716,0.259124213945179,2510367.29209125,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.33980093176341,0.157015474982144,0.632749681335641,0.814022753825174,"val","Tower Soil Temp","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,197.207063824655,0.326164763895779,0.00874252875033144,0.797781052137353,"val","Thaw Depth","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.125551021194319,0.193866384906678,0.714442789998947,0.836628234064403,"val","Tower VWC","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.39218843296727,0.21752030894679,0.36702838809025,0.653353567845866,"cal","Tower Soil Temp","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.299472355781385,0.640166642061729,-3.96121417984804,0.457128312225815,"cal","Tower VWC","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.08034236685022,0.453070212620251,-3.79893327020953,0.659941022059875,"cal","Tower Soil Temp","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.273603687668096,0.430068674489171,-0.536472646621993,0.55222262780685,"cal","Tower VWC","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,177.010539497597,0.347617596946185,-0.0694396449789565,0.936552761780033,"val","Thaw Depth","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.57953390626368,0.257535203224036,0.156690655555401,0.868992245803041,"val","Tower Soil Temp","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.348734460825091,0.438424172538452,-0.023998390670275,0.322434816541671,"val","Tower VWC","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,186.896553928698,0.370879058115063,-0.351317268640821,0.863059438379127,"cal","Thaw Depth","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,2.82164306868102,0.106119610664302,0.839476023189592,0.860732312201758,"val","Tower Soil Temp","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.237375821004386,0.536240559497859,-0.671788197057778,0.377848916040964,"val","Tower VWC","Severe"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.267592248673621,0.34708544509128,-0.138956525560724,0.587532739433787,"cal","Tower VWC","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,185.795538888169,0.414621720110137,-0.406106595547902,0.828654152672787,"cal","Thaw Depth","Unburned"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,171.135807761447,0.36310462990936,-0.263754500685425,0.879184023967644,"cal","Thaw Depth","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.90224941510285,0.263347993199271,-0.0781849948452329,0.584936900388934,"cal","Tower Soil Temp","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,173.24633409852,0.291234713370659,0.207093864414583,0.853890594122695,"val","Thaw Depth","Moderate"
"0005",0.104334600975129,0.84,0.04,0.00133352885744569,2.32344384535183,0.30849442576844,2732819.60530812,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.20510798556342,0.15068309848533,0.661774497506334,0.832822056555887,"val","Tower Soil Temp","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.0849010150730859,0.131097721950439,0.869419479170309,0.940170091452046,"val","Tower VWC","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,169.554109335305,0.280428981428783,0.267246031238433,0.910210573774592,"val","Thaw Depth","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.06150481506454,0.152749762884542,0.667409604190363,0.74557258187685,"val","Tower Soil Temp","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.17160869227955,0.20337587850316,0.446670921462223,0.905087022407224,"cal","Tower Soil Temp","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.285259299926905,0.609784124062504,-3.50146753654422,0.604216580209743,"cal","Tower VWC","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,5.83341385839678,0.520229910954674,-5.32709460116393,0.812498865308544,"cal","Tower Soil Temp","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.177335017594765,0.278747105375319,0.354539091932633,0.589708107170595,"cal","Tower VWC","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,207.778845739179,0.408041144087276,-0.473535783925701,0.947140492538574,"val","Thaw Depth","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.87253539982191,0.274012469411597,0.0453276133322028,0.74883956989484,"val","Tower Soil Temp","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.265172978651956,0.333371825284999,0.407936786594321,0.455013882368998,"val","Tower VWC","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,207.308264926187,0.411384225225602,-0.662600752741188,0.872590673937816,"cal","Thaw Depth","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,232.679168010691,0.493683258303892,-1.33612427150863,0.91907301267875,"cal","Thaw Depth","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.210516169956595,0.47556363695014,-0.314859096264462,0.535494475442766,"val","Tower VWC","Severe"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.173955689585904,0.225632424875378,0.518676169075458,0.611334517004012,"cal","Tower VWC","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,266.207672278357,0.59406960816752,-1.88661468928299,0.872487924846503,"cal","Thaw Depth","Unburned"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,3.68501427038978,0.173245135803866,0.552905459942506,0.759145616183141,"val","Tower Soil Temp","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.37973887053735,0.295571943153832,-0.35818731646866,0.719454361245885,"cal","Tower Soil Temp","Moderate"
"0006",0.446998393486445,0.84,0.04,0.0023750699206494,1.29956984886106,0.309290276129032,2502065.61210449,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,152.830569408641,0.256914914290129,0.382958841881102,0.954290016207573,"val","Thaw Depth","Moderate"
"0007",0.896730639682142,0.84,0.04,0.00247217145317874,1.68420420959818,0.262401680642797,2840745.58171607,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,0.0956991188709963,0.147771336607128,0.834091548692971,0.900970655536466,"val","Tower VWC","Unburned"
"0007",0.896730639682142,0.84,0.04,0.00247217145317874,1.68420420959818,0.262401680642797,2840745.58171607,0.021,0.56,0.07,0.00241,1.33,1.62,2e+06,4.9372466150882,0.44030878474899,-3.53240167461206,0.705407206100692,"cal","Tower Soil Temp","Unburned"
